project_id,target_locale,translator_id,role
589,en-GB,121,Reviewer
589,de-DE,348,Translator
589,de-DE,71,Reviewer
589,fr-FR,229,Translator
589,fr-FR,33,Reviewer
590,de-DE,374,Translator
590,ja-JP,266,Translator
591,zh-CN,2,Translator
591,zh-CN,489,Reviewer
591,fr-FR,365,Translator
591,fr-FR,302,Reviewer
591,de-DE,303,Translator
591,de-DE,115,Reviewer
591,ja-JP,281,Translator
591,ja-JP,72,Reviewer
592,de-DE,434,Translator
592,de-DE,144,Reviewer
593,da-DK,172,Translator
593,fr-FR,91,Translator
593,de-DE,197,Translator
594,es-ES,45,Translator
594,es-ES,101,Reviewer
594,ja-JP,364,Translator
594,ja-JP,98,Reviewer
594,de-DE,224,Translator
594,de-DE,339,Reviewer
595,fr-FR,260,Translator
595,it-IT,216,Translator
595,es-ES,141,Translator
595,nl-NL,65,Translator
595,de-DE,97,Translator
596,de-DE,424,Translator
597,fr-FR,380,Translator
598,fr-FR,169,Translator
598,fr-FR,435,Reviewer
598,it-IT,47,Translator
598,it-IT,456,Reviewer
598,es-ES,390,Translator
598,es-ES,399,Reviewer
598,ja-JP,103,Translator
598,ja-JP,221,Reviewer
598,de-DE,142,Translator
598,de-DE,240,Reviewer
599,ko-KR,413,Translator
599,ja-JP,455,Translator
599,es-ES,168,Translator
599,fr-FR,365,Translator
599,de-DE,97,Translator
600,ja-JP,455,Translator
601,de-DE,57,Translator
601,de-DE,424,Reviewer
602,fr-FR,91,Translator
602,fr-FR,162,Reviewer
602,es-ES,390,Translator
602,es-ES,66,Reviewer
602,ja-JP,182,Translator
602,ja-JP,295,Reviewer
602,de-DE,348,Translator
602,de-DE,48,Reviewer
602,ko-KR,284,Translator
602,ko-KR,316,Reviewer
603,fr-FR,169,Translator
603,fr-FR,453,Reviewer
603,ja-JP,470,Translator
603,ja-JP,270,Reviewer
603,ko-KR,305,Translator
603,ko-KR,375,Reviewer
603,es-ES,45,Translator
603,es-ES,223,Reviewer
603,de-DE,199,Translator
603,de-DE,57,Reviewer
604,ja-JP,221,Translator
604,es-ES,426,Translator
605,ja-JP,470,Translator
605,ja-JP,211,Reviewer
605,de-DE,177,Translator
605,de-DE,309,Reviewer
605,fr-FR,435,Translator
605,fr-FR,302,Reviewer
606,de-DE,288,Translator
606,ja-JP,254,Translator
607,ja-JP,254,Translator
607,ja-JP,187,Reviewer
608,de-DE,177,Translator
608,es-ES,223,Translator
608,fr-FR,277,Translator
608,ja-JP,364,Translator
609,fr-FR,250,Translator
609,fr-FR,82,Reviewer
609,de-DE,288,Translator
609,de-DE,48,Reviewer
609,pt-BR,131,Translator
609,pt-BR,418,Reviewer
609,it-IT,467,Translator
609,it-IT,181,Reviewer
609,es-ES,163,Translator
609,es-ES,90,Reviewer
610,zh-CN,20,Translator
611,fr-FR,164,Translator
611,fr-FR,444,Reviewer
611,de-DE,348,Translator
611,de-DE,300,Reviewer
611,en-GB,292,Translator
611,en-GB,324,Reviewer
612,de-DE,301,Translator
613,ja-JP,73,Translator
613,ja-JP,494,Reviewer
613,es-ES,163,Translator
613,es-ES,390,Reviewer
614,it-IT,347,Translator
614,de-DE,197,Translator
614,fr-FR,459,Translator
614,es-ES,426,Translator
615,de-DE,303,Translator
615,ja-JP,281,Translator
615,ko-KR,358,Translator
616,de-DE,142,Translator
616,es-ES,101,Translator
616,ja-JP,285,Translator
616,fr-FR,435,Translator
617,ja-JP,470,Translator
617,ja-JP,103,Reviewer
617,fr-FR,444,Translator
617,fr-FR,250,Reviewer
618,de-DE,224,Translator
618,de-DE,56,Reviewer
619,fr-FR,302,Translator
619,en-US,93,Translator
619,es-ES,45,Translator
619,de-DE,110,Translator
620,es-ES,66,Translator
620,es-ES,426,Reviewer
620,fr-FR,225,Translator
620,fr-FR,164,Reviewer
620,ja-JP,449,Translator
620,ja-JP,317,Reviewer
620,ko-KR,305,Translator
620,ko-KR,316,Reviewer
620,de-DE,434,Translator
620,de-DE,224,Reviewer
621,de-DE,57,Translator
621,de-DE,424,Reviewer
621,ko-KR,346,Translator
621,ko-KR,375,Reviewer
621,es-ES,101,Translator
621,es-ES,141,Reviewer
621,ja-JP,366,Translator
621,ja-JP,103,Reviewer
621,fr-FR,5,Translator
621,fr-FR,225,Reviewer
622,de-DE,434,Translator
622,de-DE,199,Reviewer
622,fr-FR,327,Translator
622,fr-FR,444,Reviewer
623,es-ES,223,Translator
623,es-ES,161,Reviewer
623,it-IT,175,Translator
623,it-IT,465,Reviewer
624,it-IT,465,Translator
624,it-IT,428,Reviewer
625,pl-PL,118,Translator
625,it-IT,443,Translator
625,de-DE,300,Translator
625,es-ES,426,Translator
626,de-DE,339,Translator
626,de-DE,374,Reviewer
626,fr-FR,302,Translator
626,fr-FR,169,Reviewer
626,ko-KR,284,Translator
626,ko-KR,149,Reviewer
626,es-ES,241,Translator
626,es-ES,226,Reviewer
626,ja-JP,366,Translator
626,ja-JP,254,Reviewer
627,ko-KR,83,Translator
627,ko-KR,358,Reviewer
627,fr-FR,229,Translator
627,fr-FR,162,Reviewer
628,fr-FR,3,Translator
628,fr-FR,441,Reviewer
628,en-GB,341,Translator
628,en-GB,324,Reviewer
628,de-DE,300,Translator
628,de-DE,110,Reviewer
629,fr-FR,244,Translator
630,fr-FR,380,Translator
630,es-ES,66,Translator
630,ja-JP,494,Translator
630,zh-CN,493,Translator
631,nl-NL,62,Translator
631,nl-NL,307,Reviewer
631,it-IT,181,Translator
631,it-IT,347,Reviewer
631,es-ES,141,Translator
631,es-ES,161,Reviewer
631,de-DE,309,Translator
631,de-DE,339,Reviewer
632,de-DE,177,Translator
632,de-DE,434,Reviewer
633,de-DE,434,Translator
633,de-DE,370,Reviewer
633,en-GB,498,Translator
633,en-GB,446,Reviewer
634,de-DE,348,Translator
634,de-DE,177,Reviewer
634,pt-BR,337,Translator
634,pt-BR,190,Reviewer
634,es-ES,163,Translator
634,es-ES,226,Reviewer
634,ja-JP,103,Translator
634,ja-JP,187,Reviewer
634,fr-FR,158,Translator
634,fr-FR,381,Reviewer
635,es-ES,231,Translator
635,es-ES,399,Reviewer
635,de-DE,348,Translator
635,de-DE,374,Reviewer
635,ja-JP,73,Translator
635,ja-JP,74,Reviewer
635,fr-FR,236,Translator
635,fr-FR,322,Reviewer
636,fr-FR,180,Translator
636,de-DE,144,Translator
636,es-ES,241,Translator
636,ja-JP,239,Translator
637,fr-FR,459,Translator
637,ko-KR,284,Translator
637,de-DE,97,Translator
637,ja-JP,73,Translator
637,es-ES,90,Translator
638,es-ES,483,Translator
638,es-ES,226,Reviewer
638,ja-JP,187,Translator
638,ja-JP,397,Reviewer
638,fr-FR,158,Translator
638,fr-FR,169,Reviewer
639,ja-JP,285,Translator
639,ja-JP,239,Reviewer
639,ko-KR,405,Translator
639,ko-KR,490,Reviewer
639,de-DE,374,Translator
639,de-DE,224,Reviewer
639,es-ES,29,Translator
639,es-ES,163,Reviewer
639,fr-FR,164,Translator
639,fr-FR,244,Reviewer
640,es-ES,45,Translator
640,fr-FR,162,Translator
640,da-DK,215,Translator
640,de-DE,144,Translator
641,fr-FR,302,Translator
642,it-IT,385,Translator
642,it-IT,456,Reviewer
642,de-DE,288,Translator
642,de-DE,309,Reviewer
642,fr-FR,225,Translator
642,fr-FR,464,Reviewer
642,es-ES,226,Translator
642,es-ES,231,Reviewer
642,ja-JP,320,Translator
642,ja-JP,73,Reviewer
643,en-US,212,Translator
643,en-US,34,Reviewer
643,ja-JP,95,Translator
643,ja-JP,266,Reviewer
644,es-ES,231,Translator
644,es-ES,294,Reviewer
644,de-DE,300,Translator
644,de-DE,486,Reviewer
644,fr-FR,58,Translator
644,fr-FR,327,Reviewer
645,ja-JP,421,Translator
645,fr-FR,459,Translator
646,fr-FR,365,Translator
646,fr-FR,250,Reviewer
646,ja-JP,254,Translator
646,ja-JP,470,Reviewer
646,en-US,422,Translator
646,en-US,318,Reviewer
647,es-ES,141,Translator
647,ja-JP,281,Translator
647,fr-FR,363,Translator
647,de-DE,424,Translator
648,da-DK,215,Translator
648,fr-FR,327,Translator
648,es-ES,323,Translator
648,de-DE,48,Translator
649,fr-FR,260,Translator
649,fr-FR,244,Reviewer
649,de-DE,288,Translator
649,de-DE,348,Reviewer
650,de-DE,486,Translator
650,de-DE,115,Reviewer
650,es-ES,475,Translator
650,es-ES,399,Reviewer
650,fr-FR,369,Translator
650,fr-FR,435,Reviewer
651,fr-FR,225,Translator
651,fr-FR,180,Reviewer
651,de-DE,78,Translator
651,de-DE,352,Reviewer
652,fr-FR,169,Translator
652,de-DE,303,Translator
653,nl-NL,87,Translator
653,nl-NL,454,Reviewer
654,es-ES,101,Translator
654,es-ES,163,Reviewer
655,de-DE,300,Translator
655,de-DE,309,Reviewer
655,ja-JP,221,Translator
655,ja-JP,254,Reviewer
655,es-ES,263,Translator
655,es-ES,226,Reviewer
655,fr-FR,380,Translator
655,fr-FR,5,Reviewer
655,it-IT,18,Translator
655,it-IT,456,Reviewer
656,fr-FR,164,Translator
656,fr-FR,236,Reviewer
656,en-GB,472,Translator
656,en-GB,440,Reviewer
656,de-DE,115,Translator
656,de-DE,177,Reviewer
657,nl-NL,360,Translator
657,nl-NL,371,Reviewer
657,it-IT,347,Translator
657,it-IT,181,Reviewer
658,es-ES,223,Translator
658,es-ES,155,Reviewer
658,fr-FR,24,Translator
658,fr-FR,435,Reviewer
659,fr-FR,365,Translator
659,fr-FR,5,Reviewer
659,de-DE,309,Translator
659,de-DE,300,Reviewer
659,ja-JP,317,Translator
659,ja-JP,221,Reviewer
659,es-ES,134,Translator
659,es-ES,45,Reviewer
660,fr-FR,82,Translator
660,fr-FR,162,Reviewer
660,zh-CN,489,Translator
660,zh-CN,16,Reviewer
660,es-ES,141,Translator
660,es-ES,155,Reviewer
660,de-DE,301,Translator
660,de-DE,288,Reviewer
661,fr-FR,5,Translator
661,fr-FR,158,Reviewer
661,nl-NL,145,Translator
661,nl-NL,499,Reviewer
661,it-IT,467,Translator
661,it-IT,465,Reviewer
661,pl-PL,49,Translator
661,pl-PL,500,Reviewer
661,de-DE,197,Translator
661,de-DE,71,Reviewer
661,es-ES,263,Translator
661,es-ES,141,Reviewer
662,de-DE,110,Translator
662,de-DE,197,Reviewer
662,en-US,315,Translator
662,en-US,384,Reviewer
663,fr-FR,484,Translator
664,de-DE,56,Translator
664,de-DE,177,Reviewer
664,ja-JP,470,Translator
664,ja-JP,491,Reviewer
664,fr-FR,451,Translator
664,fr-FR,58,Reviewer
665,da-DK,70,Translator
665,da-DK,393,Reviewer
665,fr-FR,5,Translator
665,fr-FR,158,Reviewer
665,es-ES,168,Translator
665,es-ES,134,Reviewer
665,de-DE,97,Translator
665,de-DE,240,Reviewer
666,it-IT,347,Translator
666,it-IT,201,Reviewer
666,fr-FR,277,Translator
666,fr-FR,365,Reviewer
666,es-ES,226,Translator
666,es-ES,29,Reviewer
666,de-DE,71,Translator
666,de-DE,339,Reviewer
666,ja-JP,320,Translator
666,ja-JP,266,Reviewer
667,pl-PL,299,Translator
667,pl-PL,127,Reviewer
667,fr-FR,435,Translator
667,fr-FR,381,Reviewer
667,it-IT,47,Translator
667,it-IT,416,Reviewer
667,de-DE,197,Translator
667,de-DE,177,Reviewer
667,es-ES,323,Translator
667,es-ES,223,Reviewer
667,nl-NL,437,Translator
667,nl-NL,371,Reviewer
668,ja-JP,239,Translator
669,fr-FR,381,Translator
669,es-ES,426,Translator
669,da-DK,393,Translator
669,de-DE,339,Translator
670,zh-CN,136,Translator
670,zh-CN,228,Reviewer
670,fr-FR,423,Translator
670,fr-FR,302,Reviewer
670,es-ES,294,Translator
670,es-ES,163,Reviewer
670,de-DE,303,Translator
670,de-DE,301,Reviewer
670,ja-JP,239,Translator
670,ja-JP,254,Reviewer
671,en-GB,30,Translator
671,en-GB,212,Reviewer
671,fr-FR,277,Translator
671,fr-FR,229,Reviewer
671,de-DE,348,Translator
671,de-DE,309,Reviewer
672,en-US,259,Translator
672,en-US,93,Reviewer
672,fr-FR,453,Translator
672,fr-FR,82,Reviewer
672,es-ES,226,Translator
672,es-ES,76,Reviewer
672,de-DE,142,Translator
672,de-DE,300,Reviewer
673,it-IT,416,Translator
673,it-IT,385,Reviewer
673,de-DE,486,Translator
673,de-DE,57,Reviewer
673,es-ES,263,Translator
673,es-ES,141,Reviewer
673,ja-JP,317,Translator
673,ja-JP,239,Reviewer
673,fr-FR,164,Translator
673,fr-FR,302,Reviewer
674,de-DE,71,Translator
674,de-DE,370,Reviewer
674,it-IT,416,Translator
674,it-IT,175,Reviewer
674,es-ES,45,Translator
674,es-ES,231,Reviewer
674,fr-FR,441,Translator
674,fr-FR,435,Reviewer
675,zh-CN,96,Translator
675,es-ES,483,Translator
675,fr-FR,58,Translator
676,fr-FR,363,Translator
676,en-GB,446,Translator
676,de-DE,144,Translator
677,es-ES,76,Translator
677,es-ES,66,Reviewer
678,de-DE,303,Translator
678,es-ES,390,Translator
678,fr-FR,169,Translator
678,da-DK,85,Translator
679,zh-CN,136,Translator
679,zh-CN,228,Reviewer
679,fr-FR,423,Translator
679,fr-FR,250,Reviewer
679,de-DE,348,Translator
679,de-DE,142,Reviewer
679,ja-JP,221,Translator
679,ja-JP,98,Reviewer
679,ko-KR,88,Translator
679,ko-KR,405,Reviewer
680,fr-FR,180,Translator
680,fr-FR,24,Reviewer
680,it-IT,175,Translator
680,it-IT,467,Reviewer
680,de-DE,309,Translator
680,de-DE,197,Reviewer
680,es-ES,483,Translator
680,es-ES,323,Reviewer
680,ja-JP,470,Translator
680,ja-JP,193,Reviewer
681,fr-FR,381,Translator
681,fr-FR,171,Reviewer
681,de-DE,48,Translator
681,de-DE,300,Reviewer
681,en-GB,487,Translator
681,en-GB,396,Reviewer
682,es-ES,90,Translator
682,es-ES,163,Reviewer
682,fr-FR,33,Translator
682,fr-FR,180,Reviewer
682,en-US,496,Translator
682,en-US,248,Reviewer
682,de-DE,339,Translator
682,de-DE,486,Reviewer
683,it-IT,216,Translator
683,it-IT,181,Reviewer
683,es-ES,475,Translator
683,es-ES,66,Reviewer
683,ja-JP,421,Translator
683,ja-JP,103,Reviewer
683,de-DE,352,Translator
683,de-DE,142,Reviewer
683,fr-FR,250,Translator
683,fr-FR,3,Reviewer
684,pt-BR,146,Translator
684,pt-BR,431,Reviewer
684,es-ES,134,Translator
684,es-ES,226,Reviewer
684,de-DE,110,Translator
684,de-DE,144,Reviewer
684,it-IT,18,Translator
684,it-IT,385,Reviewer
684,fr-FR,82,Translator
684,fr-FR,171,Reviewer
685,fr-FR,82,Translator
685,es-ES,263,Translator
685,zh-CN,16,Translator
685,de-DE,177,Translator
686,de-DE,348,Translator
686,de-DE,434,Reviewer
687,es-ES,399,Translator
687,de-DE,78,Translator
687,ja-JP,239,Translator
687,fr-FR,406,Translator
687,ko-KR,316,Translator
688,de-DE,144,Translator
688,de-DE,303,Reviewer
688,fr-FR,453,Translator
688,fr-FR,33,Reviewer
688,es-ES,426,Translator
688,es-ES,29,Reviewer
689,de-DE,142,Translator
689,de-DE,434,Reviewer
689,es-ES,231,Translator
689,es-ES,390,Reviewer
689,ja-JP,491,Translator
689,ja-JP,193,Reviewer
690,it-IT,47,Translator
690,it-IT,181,Reviewer
690,de-DE,374,Translator
690,de-DE,309,Reviewer
690,es-ES,141,Translator
690,es-ES,90,Reviewer
690,fr-FR,277,Translator
690,fr-FR,260,Reviewer
691,ja-JP,255,Translator
691,ja-JP,72,Reviewer
692,es-ES,66,Translator
692,es-ES,294,Reviewer
692,fr-FR,464,Translator
692,fr-FR,82,Reviewer
693,de-DE,374,Translator
693,es-ES,76,Translator
693,nl-NL,133,Translator
694,de-DE,374,Translator
694,de-DE,142,Reviewer
695,ko-KR,346,Translator
695,ko-KR,358,Reviewer
695,de-DE,110,Translator
695,de-DE,142,Reviewer
695,es-ES,241,Translator
695,es-ES,475,Reviewer
696,es-ES,168,Translator
696,de-DE,240,Translator
696,it-IT,47,Translator
696,nl-NL,133,Translator
696,fr-FR,180,Translator
697,en-GB,440,Translator
697,en-GB,480,Reviewer
697,fr-FR,484,Translator
697,fr-FR,369,Reviewer
697,de-DE,348,Translator
697,de-DE,78,Reviewer
698,en-GB,324,Translator
698,en-GB,313,Reviewer
698,ja-JP,285,Translator
698,ja-JP,255,Reviewer
698,de-DE,57,Translator
698,de-DE,97,Reviewer
698,es-ES,231,Translator
698,es-ES,141,Reviewer
698,fr-FR,250,Translator
698,fr-FR,158,Reviewer
699,en-GB,68,Translator
699,de-DE,370,Translator
699,fr-FR,94,Translator
700,ja-JP,98,Translator
700,es-ES,29,Translator
701,ja-JP,397,Translator
701,ja-JP,103,Reviewer
701,zh-CN,340,Translator
701,zh-CN,20,Reviewer
701,fr-FR,180,Translator
701,fr-FR,441,Reviewer
702,ja-JP,74,Translator
702,ja-JP,193,Reviewer
702,de-DE,56,Translator
702,de-DE,61,Reviewer
703,en-US,212,Translator
703,en-US,420,Reviewer
703,fr-FR,260,Translator
703,fr-FR,453,Reviewer
704,es-ES,45,Translator
704,it-IT,181,Translator
704,de-DE,303,Translator
704,fr-FR,441,Translator
704,ja-JP,494,Translator
705,fr-FR,464,Translator
705,es-ES,45,Translator
705,ja-JP,285,Translator
705,de-DE,300,Translator
706,fr-FR,441,Translator
706,fr-FR,58,Reviewer
706,ko-KR,316,Translator
706,ko-KR,243,Reviewer
706,ja-JP,351,Translator
706,ja-JP,255,Reviewer
707,zh-CN,136,Translator
707,zh-CN,228,Reviewer
707,ja-JP,103,Translator
707,ja-JP,187,Reviewer
707,ko-KR,124,Translator
707,ko-KR,413,Reviewer
707,fr-FR,453,Translator
707,fr-FR,91,Reviewer
708,fr-FR,453,Translator
708,de-DE,434,Translator
709,es-ES,294,Translator
709,es-ES,45,Reviewer
709,de-DE,288,Translator
709,de-DE,71,Reviewer
709,ko-KR,102,Translator
709,ko-KR,344,Reviewer
709,fr-FR,180,Translator
709,fr-FR,171,Reviewer
709,ja-JP,221,Translator
709,ja-JP,255,Reviewer
710,es-ES,263,Translator
710,es-ES,483,Reviewer
710,de-DE,424,Translator
710,de-DE,348,Reviewer
710,ja-JP,182,Translator
710,ja-JP,95,Reviewer
711,en-GB,324,Translator
711,fr-FR,162,Translator
711,de-DE,110,Translator
712,fr-FR,369,Translator
713,ko-KR,432,Translator
713,ko-KR,413,Reviewer
713,ja-JP,320,Translator
713,ja-JP,254,Reviewer
714,fr-FR,423,Translator
714,fr-FR,33,Reviewer
714,ja-JP,211,Translator
714,ja-JP,494,Reviewer
714,de-DE,348,Translator
714,de-DE,352,Reviewer
714,en-US,22,Translator
714,en-US,362,Reviewer
715,fr-FR,82,Translator
716,de-DE,48,Translator
716,de-DE,486,Reviewer
716,pl-PL,386,Translator
716,pl-PL,147,Reviewer
716,es-ES,426,Translator
716,es-ES,263,Reviewer
716,nl-NL,360,Translator
716,nl-NL,87,Reviewer
716,fr-FR,484,Translator
716,fr-FR,94,Reviewer
717,es-ES,241,Translator
717,fr-FR,406,Translator
718,es-ES,161,Translator
718,es-ES,45,Reviewer
718,de-DE,144,Translator
718,de-DE,434,Reviewer
719,es-ES,29,Translator
719,es-ES,90,Reviewer
719,fr-FR,229,Translator
719,fr-FR,180,Reviewer
719,en-US,117,Translator
719,en-US,11,Reviewer
719,de-DE,370,Translator
719,de-DE,110,Reviewer
720,ko-KR,209,Translator
720,ko-KR,405,Reviewer
720,de-DE,115,Translator
720,de-DE,303,Reviewer
720,ja-JP,239,Translator
720,ja-JP,266,Reviewer
720,fr-FR,5,Translator
720,fr-FR,435,Reviewer
721,de-DE,57,Translator
721,de-DE,142,Reviewer
722,de-DE,486,Translator
722,de-DE,288,Reviewer
722,en-US,357,Translator
722,en-US,259,Reviewer
722,ja-JP,239,Translator
722,ja-JP,73,Reviewer
723,ja-JP,449,Translator
723,ja-JP,364,Reviewer
723,fr-FR,423,Translator
723,fr-FR,381,Reviewer
723,de-DE,177,Translator
723,de-DE,374,Reviewer
724,de-DE,348,Translator
724,de-DE,71,Reviewer
724,da-DK,237,Translator
724,da-DK,476,Reviewer
724,fr-FR,381,Translator
724,fr-FR,162,Reviewer
725,fr-FR,225,Translator
725,ja-JP,74,Translator
725,de-DE,424,Translator
725,en-US,259,Translator
726,es-ES,483,Translator
726,es-ES,475,Reviewer
726,de-DE,97,Translator
726,de-DE,61,Reviewer
727,es-ES,200,Translator
727,es-ES,29,Reviewer
727,ko-KR,405,Translator
727,ko-KR,179,Reviewer
727,ja-JP,351,Translator
727,ja-JP,270,Reviewer
727,de-DE,309,Translator
727,de-DE,288,Reviewer
727,fr-FR,58,Translator
727,fr-FR,91,Reviewer
728,es-ES,390,Translator
728,de-DE,434,Translator
728,ja-JP,351,Translator
729,it-IT,36,Translator
729,it-IT,416,Reviewer
729,de-DE,370,Translator
729,de-DE,348,Reviewer
729,fr-FR,380,Translator
729,fr-FR,5,Reviewer
729,es-ES,134,Translator
729,es-ES,323,Reviewer
730,es-ES,323,Translator
730,it-IT,428,Translator
730,de-DE,434,Translator
730,fr-FR,180,Translator
730,ja-JP,73,Translator
731,fr-FR,369,Translator
731,fr-FR,363,Reviewer
731,ja-JP,455,Translator
731,ja-JP,266,Reviewer
732,fr-FR,5,Translator
732,fr-FR,3,Reviewer
732,es-ES,168,Translator
732,es-ES,390,Reviewer
732,de-DE,303,Translator
732,de-DE,115,Reviewer
733,ja-JP,254,Translator
733,ja-JP,494,Reviewer
733,de-DE,303,Translator
733,de-DE,486,Reviewer
734,fr-FR,363,Translator
734,de-DE,197,Translator
734,zh-CN,429,Translator
735,es-ES,323,Translator
735,es-ES,141,Reviewer
735,fr-FR,158,Translator
735,fr-FR,236,Reviewer
735,de-DE,97,Translator
735,de-DE,352,Reviewer
736,ja-JP,266,Translator
736,ja-JP,73,Reviewer
736,zh-CN,2,Translator
736,zh-CN,312,Reviewer
736,de-DE,61,Translator
736,de-DE,370,Reviewer
737,ko-KR,332,Translator
737,ko-KR,217,Reviewer
737,de-DE,288,Translator
737,de-DE,434,Reviewer
738,it-IT,18,Translator
738,it-IT,36,Reviewer
739,de-DE,301,Translator
739,de-DE,240,Reviewer
739,ko-KR,413,Translator
739,ko-KR,490,Reviewer
739,fr-FR,58,Translator
739,fr-FR,250,Reviewer
739,es-ES,390,Translator
739,es-ES,45,Reviewer
740,de-DE,300,Translator
740,de-DE,199,Reviewer
741,fr-FR,171,Translator
741,fr-FR,236,Reviewer
741,es-ES,101,Translator
741,es-ES,141,Reviewer
741,de-DE,142,Translator
741,de-DE,97,Reviewer
742,de-DE,434,Translator
742,de-DE,48,Reviewer
742,ja-JP,421,Translator
742,ja-JP,397,Reviewer
742,fr-FR,363,Translator
742,fr-FR,302,Reviewer
742,zh-CN,319,Translator
742,zh-CN,497,Reviewer
743,ja-JP,270,Translator
743,ja-JP,211,Reviewer
743,fr-FR,250,Translator
743,fr-FR,451,Reviewer
743,es-ES,426,Translator
743,es-ES,241,Reviewer
743,de-DE,300,Translator
743,de-DE,97,Reviewer
744,fr-FR,484,Translator
744,fr-FR,164,Reviewer
744,es-ES,141,Translator
744,es-ES,231,Reviewer
744,ja-JP,221,Translator
744,ja-JP,320,Reviewer
744,de-DE,352,Translator
744,de-DE,48,Reviewer
745,es-ES,294,Translator
745,es-ES,231,Reviewer
745,it-IT,181,Translator
745,it-IT,175,Reviewer
746,fr-FR,441,Translator
746,fr-FR,277,Reviewer
746,de-DE,300,Translator
746,de-DE,434,Reviewer
746,es-ES,426,Translator
746,es-ES,90,Reviewer
747,fr-FR,326,Translator
747,fr-FR,453,Reviewer
747,pt-BR,262,Translator
747,pt-BR,203,Reviewer
747,es-ES,168,Translator
747,es-ES,163,Reviewer
748,es-ES,76,Translator
748,es-ES,141,Reviewer
748,ja-JP,317,Translator
748,ja-JP,421,Reviewer
748,ko-KR,124,Translator
748,ko-KR,445,Reviewer
748,de-DE,301,Translator
748,de-DE,199,Reviewer
749,es-ES,29,Translator
749,es-ES,141,Reviewer
749,fr-FR,260,Translator
749,fr-FR,444,Reviewer
750,ja-JP,455,Translator
750,ja-JP,103,Reviewer
750,ko-KR,358,Translator
750,ko-KR,375,Reviewer
751,ko-KR,207,Translator
751,ko-KR,267,Reviewer
751,ja-JP,270,Translator
751,ja-JP,295,Reviewer
751,es-ES,263,Translator
751,es-ES,134,Reviewer
751,fr-FR,451,Translator
751,fr-FR,423,Reviewer
751,de-DE,97,Translator
751,de-DE,199,Reviewer
752,de-DE,486,Translator
752,de-DE,301,Reviewer
752,es-ES,390,Translator
752,es-ES,134,Reviewer
753,de-DE,71,Translator
753,fr-FR,229,Translator
753,en-GB,396,Translator
753,ja-JP,72,Translator
753,es-ES,45,Translator
754,ko-KR,209,Translator
754,ko-KR,346,Reviewer
754,zh-CN,106,Translator
754,zh-CN,264,Reviewer
754,ja-JP,193,Translator
754,ja-JP,270,Reviewer
754,de-DE,177,Translator
754,de-DE,300,Reviewer
755,fr-FR,260,Translator
755,fr-FR,369,Reviewer
755,de-DE,199,Translator
755,de-DE,424,Reviewer
755,es-ES,155,Translator
755,es-ES,263,Reviewer
755,ja-JP,255,Translator
755,ja-JP,397,Reviewer
756,ja-JP,270,Translator
756,ja-JP,366,Reviewer
757,es-ES,155,Translator
757,es-ES,76,Reviewer
757,de-DE,197,Translator
757,de-DE,110,Reviewer
757,pt-BR,395,Translator
757,pt-BR,41,Reviewer
757,it-IT,175,Translator
757,it-IT,36,Reviewer
757,fr-FR,363,Translator
757,fr-FR,225,Reviewer
758,zh-CN,42,Translator
758,de-DE,224,Translator
758,fr-FR,302,Translator
759,de-DE,177,Translator
759,de-DE,78,Reviewer
759,es-ES,294,Translator
759,es-ES,226,Reviewer
759,ko-KR,284,Translator
759,ko-KR,243,Reviewer
759,ja-JP,73,Translator
759,ja-JP,98,Reviewer
759,fr-FR,236,Translator
759,fr-FR,326,Reviewer
760,fr-FR,435,Translator
760,ja-JP,211,Translator
760,zh-CN,2,Translator
760,de-DE,288,Translator
761,es-ES,76,Translator
761,es-ES,90,Reviewer
761,it-IT,347,Translator
761,it-IT,385,Reviewer
762,de-DE,374,Translator
762,de-DE,57,Reviewer
762,en-GB,212,Translator
762,en-GB,341,Reviewer
762,fr-FR,169,Translator
762,fr-FR,451,Reviewer
763,fr-FR,94,Translator
763,fr-FR,277,Reviewer
763,de-DE,348,Translator
763,de-DE,97,Reviewer
763,es-ES,426,Translator
763,es-ES,200,Reviewer
764,ja-JP,470,Translator
764,ja-JP,74,Reviewer
764,fr-FR,58,Translator
764,fr-FR,369,Reviewer
764,de-DE,300,Translator
764,de-DE,197,Reviewer
764,es-ES,76,Translator
764,es-ES,90,Reviewer
765,es-ES,161,Translator
765,es-ES,223,Reviewer
765,ja-JP,491,Translator
765,ja-JP,72,Reviewer
765,fr-FR,171,Translator
765,fr-FR,363,Reviewer
765,de-DE,57,Translator
765,de-DE,61,Reviewer
765,it-IT,467,Translator
765,it-IT,181,Reviewer
766,it-IT,428,Translator
766,it-IT,18,Reviewer
767,ko-KR,375,Translator
767,ko-KR,217,Reviewer
767,fr-FR,302,Translator
767,fr-FR,322,Reviewer
767,zh-CN,489,Translator
767,zh-CN,376,Reviewer
767,ja-JP,193,Translator
767,ja-JP,255,Reviewer
767,de-DE,177,Translator
767,de-DE,115,Reviewer
768,ja-JP,103,Translator
768,ja-JP,397,Reviewer
768,es-ES,200,Translator
768,es-ES,263,Reviewer
768,de-DE,110,Translator
768,de-DE,199,Reviewer
768,fr-FR,435,Translator
768,fr-FR,236,Reviewer
769,de-DE,434,Translator
769,de-DE,370,Reviewer
769,pt-BR,185,Translator
769,pt-BR,403,Reviewer
769,es-ES,226,Translator
769,es-ES,66,Reviewer
769,fr-FR,244,Translator
769,fr-FR,5,Reviewer
